"Product Code","Amazon ASIN","Name","Sku Id","Selling Price","MRP","Cost Price","Quantity","Packaging Length (in cm)","Packaging Breadth (in cm)","Packaging Height (in cm)","Packaging Weight (in kg)","GST %","Image 1","Image 2","Image 3","Image 4","Image 5","Image 6","Image 7","Image 8","Image 9","Image 10","Video 1","Video 2","Product Type","Size Type","Size","Colour","Description","Return/Exchange Condition","Visibility","Size Chart","Pickup Point","HSN Code","Customisation Id","Associated Pixel","attr_Brand","attr_Material","attr_Ideal For","attr_Feature","attr_Country of Origin","attr_ Type","attr_Outer Material","attr_Ideal for","attr_Product Type","attr_Features","attr_Country_of_Origin","attr_Additional Feature"
"Artificial Flower Bouquet-79","","Pink & Light Pink Artificial Rose Bouquet For Home Decor","HOD-79",579,1159,220,28,9,8,40,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/HLfJrewb_FQ4TY2Y9AU_2025-06-09_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/HLfJrewb_FJDI6C2M6O_2025-06-20_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/HLfJrewb_T75ZMU56KI_2025-06-20_2.png","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Pink & light pink","Enhance your living space with this beautifully arranged artificial Rose Flower Bouquet. (Without Vase).Enhance your living space with the timeless beauty of this Artificial Rose Flower Bouquet, meticulously crafted to bring a touch of nature and romance into your home — all without the upkeep of real flowers. With its lifelike texture, graceful bloom shapes, and soft color tones, this bouquet is the perfect decorative accent to brighten your interiors and create a warm, welcoming atmosphere.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight","India","Artificial Flower",,,,,,
"Vase-121","","White Big Donut-shaped Vase high quality plastic For Home Decor","HOD-121",599,1198,150,29,10,17,19,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/Vase_121_1750851209019_5i0ydrv5d0iph02.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/Vase_121_1750851210033_98nxbemnv4nojnk.jpg","","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","White","Add a touch of modern elegance to your space with this Donut-shaped high quality plastic Vase.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Vase for Small Flower Bouquets or flower sticks","India",,,,,,,
"Artificial Flower Stick-91","","Pack of  2- Yellow Artificial Small Lily Stick For Home Decor","HOD-91",499,998,200,30,8,8,33,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/P5gkkBRW_Q13YMBRG8X_2025-07-04_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/P5gkkBRW_A8TSR0SDAB_2025-06-12_1.jpg","","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Yellow","Bring home the delicate charm of lilies- crafted to mimic natural elegance, texture, and color of real lilies. (Without Vase).Each petal of this artificial lily is carefully sculpted to replicate the soft, graceful curves and subtle veining of genuine lily petals. The gentle hues, ranging from pristine whites to soft pinks and warm yellows, create a realistic and captivating look that breathes life into any room. The leaves and stems are crafted with a natural green finish, adding depth and authenticity that complements the floral design. The overall texture and coloration mirror those of real lilies so closely that it’s difficult to distinguish between the artificial and the natural at first glance.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight","India","Artificial Flower",,,,,,
"Pampas Grass-98","","Combo of Blue Pampas Grass and White Surai Vase (Wooden material) For Home Decor","HOD-98",1049,2098,350,30,10,10,71,"0.5",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/C2i_JmzR_IMXIN9649Q_2025-06-30_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/C2i_JmzR_O5V3QA1VF0_2025-06-30_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/C2i_JmzR_QZRYW2XUES_2025-07-04_1.jpg","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Blue, White","Artificial Pampas Grass in vibrant blue color and White Surai Vase (Wooden material) will add modern charm to your space.Each stem of this artificial pampas grass is meticulously crafted to replicate the fluffy, wispy texture of real pampas, providing a light and graceful silhouette that brings a sense of movement and softness to your decor. The vibrant blue hue adds a refreshing, unexpected pop of color that pairs beautifully with neutral tones, metallic accents, or even other colorful elements, making it a versatile piece for contemporary, bohemian, or eclectic design styles.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Adding a touch of elegance to office desks or reception areas","Low Maintenance: Clean with a cloth.","India","Artificial Pampas Grass",,,,,,
"Artificial Flower Bouquet-62","","Green Artificial Lily Flower Bouquet - 3D Print For Home Decor","HOD-62",599,1198,220,30,10,10,53,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/JCg3Uzd1_XIHSLKM42Y_2025-06-10_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/JCg3Uzd1_WZ0U16JL2A_2025-06-09_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/JCg3Uzd1_HWUEX8BKAH_2025-06-12_1.jpg","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Green","Enjoy the year-round bloom with the vibrant Artificial Lily flower bouquet with 3D printing ( without Vase ).Each bloom in the bouquet showcases meticulous detailing, from the gentle petal veins to the natural-looking stamen and stem design. The 3D printing process ensures that every flower is incredibly realistic and visually stunning, offering a fresh and radiant look that remains unchanged over time. Whether you're decorating your living room, bedroom, office desk, or a special event space, this bouquet adds a cheerful and refreshing aesthetic to any setting.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight","India","Artificial Flower",,,,,,
"Artificial Flower Bouquet-61","","Pink Artificial Lily Flower Bouquet - 3D Print For Home Decor","HOD-61",599,1198,220,30,10,10,53,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/xOkNHl11_JDJ2MHWJ2F_2025-06-10_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/xOkNHl11_3ZO208NZC1_2025-06-09_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/xOkNHl11_FZ08EU7AD8_2025-06-12_1.jpg","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Pink","Enjoy the year-round bloom with the vibrant Artificial Lily flower bouquet with 3D printing ( without Vase ).Each bloom in the bouquet showcases meticulous detailing, from the gentle petal veins to the natural-looking stamen and stem design. The 3D printing process ensures that every flower is incredibly realistic and visually stunning, offering a fresh and radiant look that remains unchanged over time. Whether you're decorating your living room, bedroom, office desk, or a special event space, this bouquet adds a cheerful and refreshing aesthetic to any setting.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight","India","Artificial Flower",,,,,,
"Vase-120","","2-ft long Black Flower Vase (Metal, light weight) For Home Decor","HOD-120",1199,2398,400,30,18,18,60.96,"0.962",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/_gZDXyeE_HW28VHYSH2_2025-06-30_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/Vase_120_1750851209873_72nnv2in7h12osc.jpg","","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Black","Bring timeless elegance into your home with this luxurious black and gold decorative Vase. Its glossy black finish with golden detailing and leaf pattern adds a royal charm to any room.","1",true,"",1,"","","","House of Dhaarna","Metal","Home decor (living room, bedroom, or hallway)
Balcony or window. Gifting for housewarmings, birthdays, or anniversaries.","Vase for Long Flower Bouquets or flower sticks","India",,,,,,,
"Vase-123","","Combo of White Surai Flower Vase (wooden material) and Pink Artificial Lily For Home Decor","HOD-123",999,1998,320,30,18,36,15,"0.6",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/Vase_123_1750851212178_1thri3xmuhi98v2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/Vase_123_1750851212069_wbdw8l3xz66udzq.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/HgCTxGhA_1BUFWTE4X6_2025-07-03_1.png","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","White, Pink","Elevate your décor with this eye-catching wooden Vase with its unique shape and texture with an artificial Lily.","1",true,"",1,"","","","House of Dhaarna","Wooden","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Vase for Small Flower Bouquets or flower sticks","India",,,,,,,
"Vase-122","","White Small Donut-shaped Vase high quality plastic For Home Decor","HOD-122",499,998,120,30,10,14,15,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/Vase_122_1750851212995_rxjuwtwqvzks6il.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/Vase_122_1750851212513_bcll2hv819zhdi7.jpg","","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","White","Add a touch of modern elegance to your space with this Donut-shaped high quality plastic Vase.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Vase for Small Flower Bouquets or flower sticks","India",,,,,,,
"Artificial Flower Bouquet-107","","Creamy Ivory & Champagne Beige Artificial Small Dahlia Flower Bouquet For Home Decor","HOD-107",499,998,150,29,7,8,40,"0.2",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/uVbijY1n_FLGZH5O481_2025-06-09_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/uVbijY1n_2O1U753LD0_2025-06-12_1.jpg","","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Creamy Ivory & Champagne beige","Artificial Dahlia Flower Bouquet designed to bring color and texture to any setting. Perfect for Small Vases.Elevate your interior decor with this stunning Artificial Dahlia Flower Bouquet, thoughtfully designed to bring vibrant color and rich texture to any setting. Known for their full, layered petals and striking presence, dahlias are a favorite among flower enthusiasts for their dramatic beauty and variety of shapes and hues. This artificial bouquet perfectly captures the lushness and intricate detail of real dahlias, making it an ideal decorative accent that adds charm and elegance without the need for upkeep.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and Fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight.
 
 Clean with a cloth.","India","Artificial Flower",,,,,,
"Artificial Flower Bouquet-105","","Soft Pink Artificial Small Dahlia Flower Bouquet For Home Decor","HOD-105",499,998,150,30,8,7,40,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/QSPgHEGr_24GBFU77BV_2025-06-09_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/QSPgHEGr_T0K0Z0W78V_2025-06-12_1.jpg","","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Soft Pink","Artificial Dahlia Flower Bouquet designed to bring color and texture to any setting. Perfect for Small Vases.Elevate your interior decor with this stunning Artificial Dahlia Flower Bouquet, thoughtfully designed to bring vibrant color and rich texture to any setting. Known for their full, layered petals and striking presence, dahlias are a favorite among flower enthusiasts for their dramatic beauty and variety of shapes and hues. This artificial bouquet perfectly captures the lushness and intricate detail of real dahlias, making it an ideal decorative accent that adds charm and elegance without the need for upkeep.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and Fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight.
 
 Clean with a cloth.","India","Artificial Flower",,,,,,
"Artificial Flower Bouquet-104","","Wine & Pink Artificial Small Dahlia Flower Bouquet For Home Decor","HOD-104",399,799,150,30,8,7,40,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/3R9933dm_F2W2EGU6W7_2025-06-09_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/3R9933dm_AA4XR9IJZZ_2025-06-12_1.png","","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","wine & pink","Artificial Dahlia Flower Bouquet designed to bring color and texture to any setting. Perfect for Small Vases.Elevate your interior decor with this stunning Artificial Dahlia Flower Bouquet, thoughtfully designed to bring vibrant color and rich texture to any setting. Known for their full, layered petals and striking presence, dahlias are a favorite among flower enthusiasts for their dramatic beauty and variety of shapes and hues. This artificial bouquet perfectly captures the lushness and intricate detail of real dahlias, making it an ideal decorative accent that adds charm and elegance without the need for upkeep.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and Fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight.
 
 Clean with a cloth.","India","Artificial Flower",,,,,,
"Artificial plant Stick-111","","Light Green Leaves Artificial Green Leaves Stick For Home Decor","HOD-111",349,599,100,30,7,8,42,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/dye5ISDv_OUPBAOX71V_2025-06-09_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/dye5ISDv_454BQI3BPF_2025-06-12_1.png","","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Light green leaves","Artificial green leaves stick perfect for brightening up tabletop, shelf, or entryway. The realistic design adds warmth and charm without the need of maintenance.Each leaf on this stick is meticulously crafted with lifelike details—the smooth texture, gentle curves, and varied shades of green create a realistic appearance that beautifully captures the essence of natural foliage. The subtle gradients in color, ranging from deep emerald to lighter green hues, add depth and authenticity, making it a versatile accessory that blends seamlessly into a variety of decor styles, from modern and minimalist to rustic and traditional.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window","Low Maintenance: No watering or sunlight","India","Artificial Plant",,,,,,
"Artificial Flower Bouquet-65","","Pink Artificial Hydrangea Flower Bouquet For Home Decor","HOD-65",799,1599,300,30,10,10,43,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/IQmjPgUx_3JSZQMD5SE_2025-06-09_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/IQmjPgUx_T27P1996WL_2025-06-12_1.jpg","","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Pink","Elegant artificial Hydrangea flower bouquet ( without Vase ) for home decor, gifting or special occasions.Crafted using high-quality, realistic materials, each flower in this bouquet mimics the gentle curves, layered petals, and rich textures of natural hydrangeas. The attention to detail is evident in the soft color blending and lifelike feel, making this bouquet a visually captivating addition to any space. Whether displayed on a dining table, console, bedside, or mantel, it instantly adds warmth, freshness, and a touch of elegance.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight- Long Lasting and Easy to maintain","India","Artificial Flower",,,,,,
"Artificial Flower Bouquet-68","","Yellow Artificial Hydrangea Flower Bouquet For Home Decor","HOD-68",799,1599,300,30,12,12,48,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/01977zDA_UYSGD53Y3P_2025-06-30_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/01977zDA_PEY2ZYUVTW_2025-06-20_2.jpg","","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Yellow","Elegant artificial Hydrangea flower bouquet ( without Vase ) for home decor, gifting or special occasions.Crafted using high-quality, realistic materials, each flower in this bouquet mimics the gentle curves, layered petals, and rich textures of natural hydrangeas. The attention to detail is evident in the soft color blending and lifelike feel, making this bouquet a visually captivating addition to any space. Whether displayed on a dining table, console, bedside, or mantel, it instantly adds warmth, freshness, and a touch of elegance.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight- Long Lasting and Easy to maintain","India","Artificial Flower",,,,,,
"Artificial Flower Bouquet-70","","Lavender Artificial Hydrangea Flower Bouquet For Home Decor","HOD-70",799,1599,300,30,10,10,43,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/9Q_lSdkX_V2UDQ936WD_2025-06-09_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/9Q_lSdkX_5GC2IP39NL_2025-06-12_1.jpg","","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Lavender","Elegant artificial Hydrangea flower bouquet ( without Vase ) for home decor, gifting or special occasions.Crafted using high-quality, realistic materials, each flower in this bouquet mimics the gentle curves, layered petals, and rich textures of natural hydrangeas. The attention to detail is evident in the soft color blending and lifelike feel, making this bouquet a visually captivating addition to any space. Whether displayed on a dining table, console, bedside, or mantel, it instantly adds warmth, freshness, and a touch of elegance.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight- Long Lasting and Easy to maintain","India","Artificial Flower",,,,,,
"Artificial Grass-83","","Green Hanging Pine Grass For A Realistic Feel For Home Decor (Pack Of 2)","HOD-83",699,1399,300,29,10,9,66,"0.42",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/zbcf9yx3_07JRL5IS6U_2025-06-09_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/zbcf9yx3_6MJ9NACYIZ_2025-06-09_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/zbcf9yx3_KTTNQUTHO0_2025-06-12_1.jpg","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Green","Add a refreshing touch of nature to your interior with this elegant Artificial Hanging Pine Grass Bunch. Perfect for hanging or vase display. (Without Vase).Expertly crafted from high-quality, long-lasting materials, each blade of pine grass is delicately shaped and textured to mimic the fine, feathery structure of real pine foliage. The varying shades of rich green lend a vibrant yet natural look, giving your space an instantly refreshed and organic vibe. The foliage falls gracefully, offering a flowing, cascading effect that looks perfect when hung from ceilings, walls, planters, or mounted baskets.","1",true,"",1,"","","","House of Dhaarna","High Quality, flexible Plastic for a realistic feel.","Indoor and Outdoor Settings
Perfect for home decor | Wall hanging | Indoor landscaping | Event & wedding styling","Low Maintenance: No watering or sunlight, always fresh","India","Artificial Grass",,,,,,
"Artificial Plant Pot- 116","","Multicolor Combo Of Three Small Green Plants For Home Decor","HOD-116",849,1698,380,30,15,15,20,"0.4",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/x84TiHrt_888ZW4LC5N_2025-06-09_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/x84TiHrt_YCB2UZGS14_2025-06-13_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/x84TiHrt_KOFJU4POAC_2025-06-13_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/x84TiHrt_ANGGQ4Q3HN_2025-06-13_3.jpg","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Multicolor","Decorative Artificial plants- Realistic leaf designs.Crafted from high-quality, durable materials, these artificial plants maintain their fresh appearance for years without fading or wilting. Their lightweight design makes them easy to move and rearrange, giving you the flexibility to update your decor as often as you like without any hassle. Whether used as a standalone accent or combined with other decorative elements, they provide a beautiful, maintenance-free way to introduce nature’s calming influence indoors.
Add a touch of greenery to your home or office with these beautifully crafted artificial plants.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window","Low Maintenance: No watering or sunlight","India","Artificial Plant",,,,,,
"SmallPlant-54","","Green, Yellow & Red Artificial Small Plants For Home Decor","HOD-54",349,599,120,29,10,10,12,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/G0FiBsNt_T1MMQ3OJKN_2025-06-10_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/G0FiBsNt_69TKXC764G_2025-06-12_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/G0FiBsNt_VZZ9C0F73V_2025-06-20_1.png","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Green, Yellow & red","Decorative Artificial plants- Realistic leaf designs.
Add a touch of greenery to your home or office with these beautifully crafted artificial plants.Each artificial plant is meticulously crafted using premium-quality, long-lasting materials that mimic the look and feel of real plants. The realistic foliage, varied shades of green, and natural-looking stems make these plants almost indistinguishable from the real thing — minus the watering, trimming, and sunlight.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight","India","Artificial Plant",,,,,,
"Artificial Flower Stick-90","","Pink Artificial Small Lily Stick For Home Decor","HOD-90",349,599,120,30,10,10,33,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/PKCWPtf5_R7L4Q10R2R_2025-06-09_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/PKCWPtf5_XMHBWV797A_2025-06-12_1.png","","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Pink","Bring home the delicate charm of lilies- crafted to mimic natural elegance, texture, and color of real lilies. (Without Vase ).Each lily bloom is thoughtfully designed with soft, lifelike petals that showcase the gentle curves and vibrant shades found in nature. The delicate gradient of colors—from soft whites and pinks to bright yellows—adds depth and realism, while the detailed veining and texture on the petals and leaves further enhance its authenticity. The stems and leaves feature a natural green hue with subtle variations, closely resembling the real plant, and giving you the perfect floral accent to complement any decor style, from modern and minimalist to classic and rustic.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight","India","Artificial Flower",,,,,,
"SmallPlant-52","","Green & Yellow Artificial Small Plants For Home Decor","HOD-52",349,599,120,30,10,10,12,"0.3",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/olxPXBsU_X0SBRUMZPT_2025-06-09_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/olxPXBsU_C9G4A7KP7I_2025-06-10_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68394b1972a04e21d2579ce0/cat_img/olxPXBsU_2KTJXYXRGC_2025-06-12_1.jpg","","","","","","","","","","home__home_improvement__plants_gardening","size","Free Size","Green & yellow","Decorative Artificial plants- Realistic leaf designs.
Add a touch of greenery to your home or office with these beautifully crafted artificial plants.Each artificial plant is meticulously crafted using premium-quality, long-lasting materials that mimic the look and feel of real plants. The realistic foliage, varied shades of green, and natural-looking stems make these plants almost indistinguishable from the real thing — minus the watering, trimming, and sunlight.","1",true,"",1,"","","","House of Dhaarna","High Quality Plastic and fabric","Home decor (living room, bedroom, or hallway)
Table centerpiece for dining or coffee tables
Balcony or window Gifting for housewarmings, birthdays, or anniversaries
Adding a touch of elegance to office desks or reception areas","Low Maintenance: No watering or sunlight","India","Artificial Plant",,,,,,
